,label,number_of_holes,width,height,aspect_ratio,area,angle,radius,contour,hull_radius,weight0_0,weight1_0,weight2_0,weight3_0,weight4_0,weight5_0,weight6_0,weight7_0,weight0_1,weight1_1,weight2_1,weight3_1,weight4_1,weight5_1,weight6_1,weight7_1,weight0_2,weight1_2,weight2_2,weight3_2,weight4_2,weight5_2,weight6_2,weight7_2,weight0_3,weight1_3,weight2_3,weight3_3,weight4_3,weight5_3,weight6_3,weight7_3,weight0_4,weight1_4,weight2_4,weight3_4,weight4_4,weight5_4,weight6_4,weight7_4,weight0_5,weight1_5,weight2_5,weight3_5,weight4_5,weight5_5,weight6_5,weight7_5,weight0_6,weight1_6,weight2_6,weight3_6,weight4_6,weight5_6,weight6_6,weight7_6,weight0_7,weight1_7,weight2_7,weight3_7,weight4_7,weight5_7,weight6_7,weight7_7
10,2,0,24,30,0.580246918768,237.0,78.6900672913,10.5687637607,47,14.556174937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,6.0,0.0,0.0,0.0,8.0,16.0,9.0,0.0,0.0,0.0,8.0,16.0,16.0,14.0,11.0,6.0,8.0,15.0,15.0,10.0,16.0,0.0,11.0,16.0,11.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,7,0,21,30,0.689655172414,186.0,90.0,10.0420647296,50,14.3411955666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,10.0,16.0,16.0,9.0,0.0,0.0,6.0,14.0,9.0,6.0,16.0,8.0,0.0,11.0,13.0,0.0,0.0,0.0,16.0,14.0,14.0,9.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
12,7,0,20,30,1.52631578947,219.5,90.0,9.2977176671,38,14.0393995961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,13.0,14.0,16.0,16.0,0.0,0.0,10.0,16.0,15.0,6.0,0.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,6,0,22,30,0.618776655735,270.0,77.1957330704,11.6004881986,34,14.2678930365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,14.0,13.0,16.0,11.0,0.0,12.0,15.0,6.0,0.0,0.0,16.0,16.0,14.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3,0,19,30,1.61111111111,229.0,90.0,10.4145197232,39,13.1553244941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,16.0,14.0,0.0,0.0,12.0,16.0,7.0,15.0,16.0,16.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,12.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1,0,16,30,0.51724137931,297.0,90.0,11.3747845281,32,13.3225610577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,16.0,16.0,16.0,16.0,15.0,14.0,16.0,12.0,8.0,16.0,16.0,16.0,16.0,16.0,16.0,8.0,0.0,9.0,12.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,7,0,20,30,0.655172413793,239.5,90.0,9.67955175902,47,13.3852590127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,16.0,9.0,0.0,0.0,11.0,16.0,12.0,16.0,16.0,0.0,0.0,0.0,12.0,16.0,13.0,0.0,16.0,12.0,8.0,12.0,16.0,12.0,0.0,0.0,7.0,16.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,6,0,21,30,0.561403491911,224.0,68.1985931396,10.1509518877,59,13.3059186393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,13.0,0.0,16.0,11.0,0.0,13.0,15.0,0.0,8.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.0,9.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,6,1,21,30,0.58249153333,334.5,57.9946174622,11.6633380289,40,12.8060141962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,11.0,16.0,16.0,16.0,16.0,15.0,0.0,13.0,9.0,0.0,13.0,10.0,0.0,8.0,16.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,16.0,0.0,0.0,0.0,6.0,16.0,9.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,6,1,21,30,0.556187684788,303.5,61.1892051697,11.487310199,40,13.5252495675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,8.0,0.0,14.0,12.0,0.0,7.0,16.0,8.0,9.0,14.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,7.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,7,0,20,30,0.655172413793,248.5,90.0,9.79046208014,54,14.1029984068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,11.0,0.0,0.0,6.0,14.0,13.0,0.0,0.0,16.0,13.0,16.0,14.0,16.0,8.0,0.0,10.0,16.0,13.0,7.0,0.0,16.0,14.0,15.0,16.0,16.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,6,0,20,30,0.655172413793,319.0,90.0,11.1300710905,42,12.9738173186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,16.0,14.0,10.0,0.0,8.0,15.0,16.0,13.0,16.0,16.0,16.0,11.0,16.0,14.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,1,18,30,0.544776077561,355.5,83.6598081589,10.8877415936,38,12.5569191851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,13.0,0.0,7.0,0.0,0.0,12.0,16.0,16.0,16.0,16.0,16.0,16.0,14.0,16.0,16.0,16.0,16.0,16.0,0.0,8.0,16.0,6.0,12.0,13.0,12.0,15.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0,1,22,30,0.724137931034,493.0,90.0,12.6841719218,30,13.249266701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,8.0,7.0,0.0,0.0,13.0,16.0,14.0,12.0,12.0,13.0,16.0,10.0,16.0,8.0,0.0,0.0,0.0,0.0,6.0,16.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,15.0,8.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,10.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,7,0,22,30,0.724137931034,254.5,90.0,9.37061222027,45,16.0364059538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,14.0,0.0,0.0,7.0,16.0,16.0,16.0,16.0,12.0,0.0,13.0,15.0,10.0,6.0,0.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,16.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6,1,20,30,0.655172413793,359.5,90.0,11.5238195493,38,13.1797426764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,15.0,16.0,16.0,10.0,0.0,12.0,16.0,14.0,15.0,14.0,8.0,14.0,14.0,16.0,13.0,0.0,12.0,12.0,0.0,9.0,16.0,6.0,6.0,0.0,8.0,15.0,12.0,16.0,16.0,0.0,0.0,0.0,0.0,9.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,9,1,22,30,0.652582153976,369.5,81.8698978424,11.4172138583,45,13.8177796153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,6.0,0.0,0.0,0.0,0.0,9.0,16.0,12.0,15.0,0.0,0.0,11.0,12.0,16.0,10.0,0.0,12.0,8.0,0.0,10.0,16.0,16.0,10.0,0.0,16.0,0.0,0.0,12.0,16.0,0.0,15.0,16.0,16.0,13.0,12.0,16.0,11.0,0.0,0.0,0.0,7.0,8.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,8,1,20,30,0.655172413793,371.5,90.0,10.7065038339,38,13.6205775362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,14.0,14.0,9.0,16.0,16.0,10.0,16.0,13.0,0.0,16.0,16.0,16.0,16.0,16.0,14.0,14.0,10.0,16.0,14.0,12.0,16.0,16.0,0.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,7,0,21,30,0.646808487248,257.5,82.8749833107,9.81620798102,50,13.3758198187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,12.0,9.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,15.0,12.0,0.0,10.0,13.0,15.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,7,0,22,30,0.724137931034,303.0,90.0,9.78644295724,44,14.1061826578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,16.0,7.0,7.0,12.0,16.0,13.0,0.0,13.0,16.0,16.0,16.0,16.0,16.0,13.0,6.0,16.0,15.0,7.0,0.0,0.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,16.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,1,20,30,0.655172413793,472.0,90.0,13.1175896315,28,13.5479724606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,7.0,0.0,0.0,7.0,16.0,15.0,10.0,9.0,14.0,16.0,9.0,12.0,16.0,11.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,16.0,9.0,7.0,16.0,13.0,8.0,8.0,15.0,13.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,1,20,30,0.655172413793,457.5,90.0,12.6173741502,37,12.9160213833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,8.0,8.0,14.0,12.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,16.0,14.0,16.0,15.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,14.0,12.0,6.0,0.0,7.0,16.0,8.0,0.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,7,0,18,30,0.586206896552,245.5,90.0,8.96340169888,44,13.7623187709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,16.0,9.0,0.0,16.0,14.0,15.0,16.0,16.0,16.0,14.0,11.0,16.0,14.0,8.0,0.0,0.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,7,0,21,30,0.689655172414,279.0,90.0,9.19321301837,52,14.2048723146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,16.0,0.0,10.0,12.0,16.0,12.0,0.0,12.0,16.0,16.0,16.0,12.0,16.0,16.0,10.0,16.0,16.0,0.0,0.0,0.0,16.0,16.0,15.0,14.0,14.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,1,20,30,0.655172413793,468.0,90.0,12.7606409697,30,13.2074102342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,0.0,10.0,16.0,13.0,0.0,16.0,16.0,0.0,0.0,0.0,12.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,8.0,16.0,16.0,0.0,16.0,14.0,0.0,0.0,14.0,16.0,13.0,0.0,0.0,7.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,7,0,22,30,0.750649410857,268.0,72.8972740173,9.48956319383,47,13.1597215419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,16.0,8.0,0.0,0.0,14.0,14.0,0.0,9.0,16.0,16.0,16.0,16.0,16.0,15.0,14.0,16.0,16.0,11.0,0.0,0.0,10.0,14.0,10.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,7,0,20,30,0.655172413793,275.0,90.0,10.133806466,48,13.3738539645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,6.0,16.0,9.0,0.0,8.0,16.0,14.0,15.0,16.0,16.0,12.0,8.0,13.0,16.0,15.0,12.0,6.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,7,0,17,30,0.551724137931,257.0,90.0,9.57411325366,51,13.840354633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,6.0,0.0,7.0,16.0,10.0,0.0,0.0,16.0,16.0,16.0,16.0,16.0,12.0,10.0,16.0,16.0,14.0,6.0,0.0,16.0,16.0,14.0,10.0,16.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1,0,15,30,0.477822565726,315.0,86.6335394382,11.936854355,34,12.8448374282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,8.0,12.0,16.0,12.0,0.0,10.0,16.0,16.0,16.0,16.0,16.0,16.0,7.0,10.0,16.0,16.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,8.0,8.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,2,21,30,0.689655172414,427.0,90.0,11.4660401302,37,14.6228822116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,12.0,0.0,13.0,16.0,13.0,16.0,0.0,0.0,16.0,16.0,7.0,8.0,16.0,16.0,8.0,10.0,16.0,16.0,8.0,9.0,16.0,16.0,16.0,15.0,0.0,9.0,16.0,16.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,7,0,19,30,0.598944526939,256.5,87.7974019051,10.7545667382,37,13.5841452095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,13.0,0.0,15.0,16.0,16.0,13.0,7.0,16.0,16.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,7,0,18,30,0.551581843644,215.0,85.4260787964,9.50105892128,45,12.9454858211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,12.0,0.0,14.0,14.0,12.0,16.0,8.0,16.0,13.0,0.0,16.0,16.0,8.0,0.0,0.0,8.0,16.0,12.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2,0,18,30,0.586206896552,217.0,90.0,9.9290445041,46,15.0435517215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,9.0,10.0,16.0,13.0,0.0,0.0,6.0,15.0,16.0,16.0,16.0,10.0,0.0,12.0,15.0,0.0,10.0,16.0,0.0,13.0,13.0,7.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,2,19,30,0.620689655172,382.0,90.0,10.3998786763,39,14.1951969006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,7.0,9.0,15.0,14.0,9.0,16.0,7.0,12.0,16.0,16.0,6.0,0.0,16.0,16.0,7.0,0.0,16.0,16.0,11.0,9.0,16.0,9.0,12.0,10.0,15.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
